


2022-12-03 00:02:54:748877  ->     Device used:genmet0

2022-12-03 00:02:54:748877  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-03 00:17:54:594646  ->      41.6    25.5           0.5992500294   0.2858276020   0.7477980905           0.9348256764   0.3205143186 +0.1528774879 *i
2022-12-03 00:17:55:146591  ->      41.9    50.8           0.4220897443   0.5175331582   0.7443115462           0.9338928060   0.2259840431 +0.2770838125 *i
2022-12-03 00:17:55:698481  ->      41.6    37.1           0.5295368771   0.4004855947   0.7477980905           0.9348256764   0.2832276062 +0.2142033562 *i
2022-12-03 00:17:56:250844  ->      41.6    55.3           0.3779595979   0.5458429794   0.7477980905           0.9348256764   0.2021551223 +0.2919490731 *i
2022-12-03 00:17:56:803221  ->      37.4    50.1           0.3896010086   0.4659575783   0.7944146205           0.9472102777   0.2056570847 +0.2459631136 *i
2022-12-03 00:17:57:355190  ->      41.2    50.9           0.4154195071   0.5111735889   0.7524149089           0.9360595357   0.2218980157 +0.2730454471 *i
2022-12-03 00:17:57:907435  ->      42.5    37.7           0.5345428709   0.4131416800   0.7372773368           0.9320078693   0.2867695051 +0.2216406608 *i
2022-12-03 00:17:58:459517  ->      40.3    38.1           0.5089815293   0.3990924976   0.7626683297           0.9387939949   0.2710826508 +0.2125559493 *i
2022-12-03 00:17:59:011435  ->      39.5    40.0           0.4872641860   0.4088631988   0.7716245834           0.9411760153   0.2588592241 +0.2172086794 *i
2022-12-03 00:17:59:563651  ->      43.6    34.9           0.5655927624   0.3945629762   0.7241718614           0.9284858269   0.3045780270 +0.2124765746 *i
2022-12-03 00:18:00:115857  ->      36.1    41.4           0.4419627098   0.3896425421   0.8079898839           0.9507864860   0.2324195371 +0.2049053851 *i
2022-12-03 00:18:00:668014  ->      36.7    36.1           0.4828750731   0.3521185597   0.8017756442           0.9491511061   0.2543720752 +0.1854913077 *i
2022-12-03 00:18:01:219705  ->      33.7    36.9           0.4437005765   0.3331398161   0.8319541221           0.9570669052   0.2318022774 +0.1740420729 *i
2022-12-03 00:18:01:771877  ->      37.4    44.8           0.4309761219   0.4279777950   0.7944146205           0.9472102777   0.2274975959 +0.2259148813 *i
2022-12-03 00:18:02:323730  ->      41.1    41.7           0.4908214586   0.4373059679   0.7535633923           0.9363662190   0.2620884055 +0.2335122514 *i
2022-12-03 00:18:02:876154  ->      38.5    42.3           0.4604311823   0.4189601403   0.7826081569           0.9440890204   0.2438494530 +0.2218859298 *i
2022-12-03 00:18:03:428432  ->      40.9    36.7           0.5249552377   0.3912895750   0.7558534692           0.9369774461   0.2801322699 +0.2088041589 *i
2022-12-03 00:18:03:980507  ->      38.2    44.8           0.4388045006   0.4357517111   0.7858568932           0.9449489122   0.2321842456 +0.2305689257 *i
2022-12-03 00:18:04:532726  ->      36.5    61.6           0.2829121175   0.5232350155   0.8038568606           0.9496991262   0.1489482878 +0.2754740954 *i
2022-12-03 00:18:05:084803  ->      43.0    49.4           0.4438269489   0.5178217864   0.7313537016           0.9304175680   0.2385095489 +0.2782738656 *i
2022-12-03 00:18:05:637117  ->      39.9    24.7           0.5827622358   0.2680406805   0.7671651518           0.9399907318   0.3099829690 +0.1425762358 *i
2022-12-03 00:18:06:189036  ->      42.3    49.3           0.4388703858   0.5102338952   0.7396310950           0.9326390231   0.2352841640 +0.2735430764 *i
2022-12-03 00:18:06:741404  ->      40.0    38.5           0.5030508265   0.4001446953   0.7660444431           0.9396926208   0.2676677540 +0.2129125452 *i
2022-12-03 00:18:07:293527  ->      40.2    48.8           0.4251561759   0.4856519873   0.7637960286           0.9390942521   0.2263650187 +0.2585746778 *i
2022-12-03 00:18:07:845636  ->      33.0    52.2           0.3338131063   0.4303492635   0.8386705679           0.9588197349   0.1740750081 +0.2244161482 *i
2022-12-03 00:18:08:397558  ->      42.7    41.8           0.5055517578   0.4520154400   0.7349145951           0.9313738764   0.2714010832 +0.2426605746 *i
2022-12-03 00:18:09:602413  ->      40.8    37.3           0.5197787623   0.3959653065   0.7569950557           0.9372819895   0.2772798198 +0.2112306173 *i
2022-12-03 00:18:10:154788  ->      42.0    44.8           0.4747954972   0.4714923162   0.7431448255           0.9335804265   0.2542874099 +0.2525183170 *i
2022-12-03 00:18:10:711221  ->      39.3    49.2           0.4138641123   0.4794661889   0.7738402097           0.9417643574   0.2197280610 +0.2545574087 *i
2022-12-03 00:18:11:263305  ->      33.8    38.2           0.4371687441   0.3440178789   0.8309844693           0.9568135841   0.2284503227 +0.1797726771 *i
2022-12-03 00:18:11:815549  ->      38.5    49.7           0.4026361046   0.4747721981   0.7826081569           0.9440890204   0.2132405398 +0.2514446137 *i
2022-12-03 00:18:12:367657  ->      36.6    51.9           0.3678921375   0.4691902351   0.8028174752           0.9494254776   0.1937446099 +0.2470916602 *i
2022-12-03 00:18:12:919831  ->      44.3    47.4           0.4727405236   0.5141014572   0.7156927337           0.9261999605   0.2552043531 +0.2775326491 *i
2022-12-03 00:18:13:472912  ->      46.4    51.8           0.4478339588   0.5690954492   0.6896195437           0.9191353393   0.2436169842 +0.3095819652 *i
2022-12-03 00:18:14:028586  ->      40.0    40.6           0.4880501887   0.4183096036   0.7660444431           0.9396926208   0.2596860814 +0.2225778911 *i
2022-12-03 00:18:14:580693  ->      43.0    35.1           0.5579767656   0.3921526389   0.7313537016           0.9304175680   0.2998528751 +0.2107401302 *i
2022-12-03 00:18:15:133112  ->      40.1    35.7           0.5230821890   0.3758726832   0.7649214009           0.9393937941   0.2784147566 +0.2000612978 *i
2022-12-03 00:18:15:684880  ->      39.4    44.2           0.4550450379   0.4425119635   0.7727335735           0.9414705448   0.2416671666 +0.2350110505 *i
2022-12-03 00:18:16:236877  ->      41.6    41.5           0.4972513351   0.4399308190   0.7477980905           0.9348256764   0.2659593910 +0.2353009926 *i
2022-12-03 00:18:16:789048  ->      43.3    39.0           0.5329809633   0.4315994741   0.7277727577           0.9294548826   0.2867169635 +0.2321788191 *i
2022-12-03 00:18:17:341256  ->      42.7    36.6           0.5444384339   0.4043356644   0.7349145951           0.9313738764   0.2922770585 +0.2170640999 *i
2022-12-03 00:18:17:892973  ->      38.3    44.4           0.4428151856   0.4336366678   0.7847763705           0.9446630009   0.2343773310 +0.2295192399 *i
2022-12-03 00:18:18:445227  ->      42.0    62.0           0.3141377915   0.5908072582   0.7431448255           0.9335804265   0.1682435613 +0.3164201184 *i
2022-12-03 00:18:18:997598  ->      47.9    42.7           0.5452888748   0.5031780914   0.6704266190           0.9139000544   0.2983306939 +0.2752916410 *i
2022-12-03 00:18:19:549942  ->      34.5    25.8           0.5099461673   0.2465176092   0.8241261886           0.9550199445   0.2669819465 +0.1290641157 *i
2022-12-03 00:18:20:101872  ->      44.0    50.0           0.4465177935   0.5321391846   0.7193398003           0.9271838546   0.2407924768 +0.2869652992 *i
2022-12-03 00:18:20:654325  ->      35.2    44.3           0.4125484202   0.4025891406   0.8171448983           0.9531906678   0.2164039337 +0.2111797536 *i
2022-12-03 00:18:21:206688  ->      37.4    43.9           0.4376453365   0.4211555177   0.7944146205           0.9472102777   0.2310180468 +0.2223136338 *i
2022-12-03 00:18:21:758699  ->      38.5    52.9           0.3755058013   0.4965076696   0.7826081569           0.9440890204   0.1988720307 +0.2629559601 *i
2022-12-03 00:18:22:310746  ->      47.0    44.2           0.5243152266   0.5098742786   0.6819983601           0.9170600744   0.2858674373 +0.2779939357 *i
2022-12-03 00:18:22:862755  ->      38.6    56.0           0.3488690431   0.5172196264   0.7815204724           0.9438009516   0.1848213029 +0.2740088498 *i
2022-12-03 00:18:23:414776  ->      33.4    41.6           0.4116484463   0.3654785929   0.8348478633           0.9578224948   0.2148876480 +0.1907861816 *i
2022-12-03 00:18:23:966632  ->      40.7    53.7           0.3860508489   0.5255445465   0.7581343362           0.9375858191   0.2058749402 +0.2802647692 *i
2022-12-03 00:18:24:518708  ->      41.9    30.8           0.5736413830   0.3419588950   0.7443115462           0.9338928060   0.3071237830 +0.1830825191 *i
2022-12-03 00:18:25:070922  ->      38.6    39.2           0.4834720551   0.3943101865   0.7815204724           0.9438009516   0.2561303071 +0.2088947811 *i
2022-12-03 00:18:25:622977  ->      34.4    34.8           0.4639222080   0.3224343341   0.8251134983           0.9552783621   0.2428204314 +0.1687645962 *i
2022-12-03 00:18:26:175318  ->      39.4    39.0           0.4932782549   0.3994488548   0.7727335735           0.9414705448   0.2619722187 +0.2121409199 *i
2022-12-03 00:18:26:727634  ->      42.5    45.3           0.4752065733   0.4802091641   0.7372773368           0.9320078693   0.2549369962 +0.2576207669 *i
2022-12-03 00:18:27:279749  ->      33.9    40.6           0.4234798581   0.3629661367   0.8300122851           0.9565595342   0.2213557248 +0.1897248021 *i
2022-12-03 00:18:27:831907  ->      41.6    35.4           0.5411847102   0.3845999548   0.7477980905           0.9348256764   0.2894575555 +0.2057067775 *i
2022-12-03 00:18:28:383726  ->      39.7    37.6           0.5060891263   0.3897410947   0.7693995550           0.9405848061   0.2690289717 +0.2071801990 *i
2022-12-03 00:18:28:935995  ->      38.8    44.5           0.4469254499   0.4391924164   0.7793379649           0.9432226579   0.2369140765 +0.2328148146 *i
2022-12-03 00:18:29:489383  ->      40.4    59.1           0.3328363055   0.5561289418   0.7615383075           0.9384930228   0.1773248694 +0.2962882666 *i
2022-12-03 00:18:30:041434  ->      42.9    43.2           0.4962241575   0.4659855008   0.7325428988           0.9307370463   0.2665759139 +0.2503314457 *i
2022-12-03 00:18:30:593399  ->      43.0    29.6           0.5929941160   0.3368675430   0.7313537016           0.9304175680   0.3186709583 +0.1810303000 *i
2022-12-03 00:18:31:145589  ->      39.2    49.7           0.4087900933   0.4820287326   0.7749444887           0.9420574528   0.2169666468 +0.2558382884 *i
2022-12-03 00:18:31:697699  ->      39.6    43.6           0.4616045172   0.4395800410   0.7705132428           0.9408807690   0.2453044702 +0.2336002900 *i
2022-12-03 00:18:32:249743  ->      39.4    35.6           0.5160998633   0.3694912116   0.7727335735           0.9414705448   0.2740924112 +0.1962308931 *i
2022-12-03 00:18:32:801601  ->      37.4    53.1           0.3646807385   0.4857091410   0.7944146205           0.9472102777   0.1925025240 +0.2563892899 *i
2022-12-03 00:18:33:353660  ->      42.8    40.1           0.5197191943   0.4376441991   0.7337298645           0.9310558159   0.2791020610 +0.2350257587 *i
2022-12-03 00:18:33:905643  ->      42.2    59.0           0.3459616792   0.5757769244   0.7408045963           0.9329535348   0.1854120630 +0.3085774923 *i
2022-12-03 00:18:34:457886  ->      40.3    44.5           0.4613231007   0.4533409485   0.7626683297           0.9387939949   0.2456998571 +0.2414485771 *i
2022-12-03 00:18:35:010503  ->      41.1    53.6           0.3900988864   0.5291172579   0.7535633923           0.9363662190   0.2083046561 +0.2825375623 *i
2022-12-03 00:18:35:562463  ->      37.9    30.6           0.5287410883   0.3126966079   0.7890840848           0.9458023273   0.2795198706 +0.1653075907 *i
2022-12-03 00:18:36:114546  ->      38.2    39.4           0.4778649292   0.3925226782   0.7858568932           0.9449489122   0.2528522564 +0.2076951849 *i
2022-12-03 00:18:36:666674  ->      41.4    34.5           0.5450044271   0.3745711651   0.7501110696           0.9354440308   0.2913078758 +0.2002103561 *i
2022-12-03 00:18:37:218799  ->      41.5    39.1           0.5142239077   0.4178984339   0.7489557208           0.9351352097   0.2749462871 +0.2234427865 *i
2022-12-03 00:18:37:771205  ->      40.2    45.4           0.4532100860   0.4595826852   0.7637960286           0.9390942521   0.2413017037 +0.2446946535 *i
2022-12-03 00:18:38:323577  ->      40.9    40.7           0.4963814922   0.4269554395   0.7558534692           0.9369774461   0.2648844400 +0.2278365618 *i
2022-12-03 00:18:38:875803  ->      36.4    35.8           0.4813005884   0.3471249322   0.8048937974           0.9499720515   0.2533235518 +0.1827027078 *i
2022-12-03 00:18:39:428071  ->      40.7    37.4           0.5180365060   0.3960688156   0.7581343362           0.9375858191   0.2762608475 +0.2112173668 *i
2022-12-03 00:18:39:980432  ->      47.3    43.4           0.5339703302   0.5049506398   0.6781596699           0.9160130102   0.2914643811 +0.2756241637 *i
2022-12-03 00:18:40:532812  ->      42.2    59.7           0.3389015928   0.5799605681   0.7408045963           0.9329535348   0.1816283342 +0.3108196424 *i
2022-12-03 00:18:41:084903  ->      40.6    43.8           0.4697029475   0.4504289322   0.7592713073           0.9378889346   0.2504043550 +0.2401291430 *i
2022-12-03 00:18:41:636940  ->      39.3    34.7           0.5207303101   0.3605707613   0.7738402097           0.9417643574   0.2764652888 +0.1914336418 *i
2022-12-03 00:18:42:188756  ->      44.5    51.8           0.4334481734   0.5508143768   0.7132504492           0.9255405040   0.2341594839 +0.2975636260 *i
2022-12-03 00:18:42:740972  ->      37.7    49.2           0.3995843680   0.4629229458   0.7912235330           0.9463676698   0.2111147605 +0.2445788041 *i
2022-12-03 00:18:43:293313  ->      35.1    36.9           0.4598228786   0.3452447830   0.8181497174           0.9534541723   0.2411352805 +0.1810494899 *i
2022-12-03 00:18:43:845149  ->      40.0    52.0           0.3957395681   0.5065235487   0.7660444431           0.9396926208   0.2105686260 +0.2695155509 *i
2022-12-03 00:18:44:397339  ->      38.3    37.6           0.4910445081   0.3781551789   0.7847763705           0.9446630009   0.2599045943 +0.2001534826 *i
2022-12-03 00:18:44:949728  ->      35.8    58.8           0.3030238750   0.5003518889   0.8110638190           0.9515944039   0.1592190295 +0.2629018660 *i
2022-12-03 00:18:45:501919  ->      39.6    40.7           0.4832530133   0.4156631663   0.7705132428           0.9408807690   0.2568088483 +0.2208904571 *i
2022-12-03 00:18:46:054494  ->      37.5    53.4           0.3629587069   0.4887243134   0.7933533403           0.9469301295   0.1916502050 +0.2580572200 *i
2022-12-03 00:18:46:606459  ->      40.4    33.5           0.5404579965   0.3577213443   0.7615383075           0.9384930228   0.2879392725 +0.1905828470 *i
2022-12-03 00:18:47:158623  ->      43.0    38.4           0.5344776527   0.4236217675   0.7313537016           0.9304175680   0.2872246135 +0.2276514234 *i
2022-12-03 00:18:47:710495  ->      34.9    36.9           0.4575362774   0.3435279543   0.8201518759           0.9539790029   0.2398041655 +0.1800500604 *i
2022-12-03 00:18:48:262506  ->      42.4    39.3           0.5218023010   0.4270902347   0.7384553406           0.9323238012   0.2798396332 +0.2290460858 *i
