


2022-12-02 22:20:21:565089  ->     Device used:genmet0

2022-12-02 22:20:21:565089  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-02 22:46:55:158608  ->      37.1    48.6           0.3989085996   0.4524729889   0.7975839288           0.9480463936   0.2103845351 +0.2386344128 *i
2022-12-02 22:46:55:710890  ->      38.8    58.0           0.3320494307   0.5313901693   0.7793379649           0.9432226579   0.1760185826 +0.2816886155 *i
2022-12-02 22:46:56:263157  ->      41.0    24.7           0.5960349928   0.2741454667   0.7547095802           0.9366721892   0.3181662697 +0.1463401336 *i
2022-12-02 22:46:56:815785  ->      39.1    53.4           0.3760246044   0.5063175594   0.7760464071           0.9423498308   0.1995143375 +0.2686462834 *i
2022-12-02 22:46:57:367337  ->      41.4    54.0           0.3887093616   0.5350125376   0.7501110696           0.9354440308   0.2077673002 +0.2859671557 *i
2022-12-02 22:46:57:919356  ->      39.6    25.0           0.5777023256   0.2693870185   0.7705132428           0.9408807690   0.3070008149 +0.1431568310 *i
2022-12-02 22:46:58:471782  ->      44.0    57.4           0.3742616356   0.5852166093   0.7193398003           0.9271838546   0.2018270884 +0.3155882226 *i
2022-12-02 22:46:59:023958  ->      37.7    46.6           0.4201725918   0.4443200580   0.7912235330           0.9463676698   0.2219922580 +0.2347502309 *i
2022-12-02 22:46:59:576608  ->      38.0    27.6           0.5456014030   0.2852335205   0.7880107536           0.9455185756   0.2885196638 +0.1508344351 *i
2022-12-02 22:47:00:128970  ->      41.1    61.4           0.3146801778   0.5771642743   0.7535633923           0.9363662190   0.1680326412 +0.3081936653 *i
2022-12-02 22:47:00:680994  ->      41.4    40.1           0.5058515985   0.4259665991   0.7501110696           0.9354440308   0.2703804727 +0.2276814994 *i
2022-12-02 22:47:01:233048  ->      39.1    31.2           0.5394575454   0.3267071024   0.7760464071           0.9423498308   0.2862299795 +0.1733470372 *i
2022-12-02 22:47:01:785582  ->      38.2    62.4           0.2865061577   0.5480357334   0.7858568932           0.9449489122   0.1515987552 +0.2899816733 *i
2022-12-02 22:47:02:337985  ->      40.7    33.7           0.5425159551   0.3618131655   0.7581343362           0.9375858191   0.2893153587 +0.1929493590 *i
2022-12-02 22:47:02:889287  ->      38.7    34.4           0.5158961554   0.3532414700   0.7804304073           0.9435121640   0.2733913643 +0.1871949740 *i
2022-12-02 22:47:03:441705  ->      41.0    62.6           0.3019182239   0.5824592995   0.7547095802           0.9366721892   0.1611653615 +0.3109195011 *i
2022-12-02 22:47:03:993880  ->      39.5    30.6           0.5474992567   0.3237901578   0.7716245834           0.9411760153   0.2908591208 +0.1720136045 *i
2022-12-02 22:47:04:546276  ->      40.3    42.1           0.4799023906   0.4336250851   0.7626683297           0.9387939949   0.2555951536 +0.2309479435 *i
2022-12-02 22:47:05:098777  ->      39.7    60.6           0.3135735193   0.5565033447   0.7693995550           0.9405848061   0.1666907212 +0.2958283725 *i
2022-12-02 22:47:05:651087  ->      32.4    26.0           0.4815979332   0.2348910066   0.8443279255           0.9602936857   0.2507555451 +0.1223016511 *i
2022-12-02 22:47:06:203322  ->      40.4    48.7           0.4277602157   0.4869092359   0.7615383075           0.9384930228   0.2278973873 +0.2594101523 *i
2022-12-02 22:47:06:755508  ->      40.7    56.9           0.3561122171   0.5462750380   0.7581343362           0.9375858191   0.1899091314 +0.2913200194 *i
2022-12-02 22:47:07:307926  ->      43.8    24.5           0.6298234821   0.2870270972   0.7217602281           0.9278362539   0.3394044367 +0.1546755130 *i
2022-12-02 22:47:07:860381  ->      42.4    54.7           0.3896507758   0.5503235256   0.7384553406           0.9323238012   0.2089675150 +0.2951354051 *i
2022-12-02 22:47:08:412641  ->      44.5    50.1           0.4495979893   0.5377131622   0.7132504492           0.9255405040   0.2428840161 +0.2904860240 *i
2022-12-02 22:47:08:964667  ->      38.6    25.4           0.5635724582   0.2676038780   0.7815204724           0.9438009516   0.2985653157 +0.1417692351 *i
2022-12-02 22:47:09:516030  ->      39.9    58.4           0.3361105663   0.5463399281   0.7671651518           0.9399907318   0.1787839789 +0.2906092101 *i
2022-12-02 22:47:10:068057  ->      36.2    47.8           0.3967219871   0.4375233932   0.8069603121           0.9505157316   0.2086877544 +0.2301505270 *i
2022-12-02 22:47:10:620294  ->      36.1    27.0           0.5249777984   0.2674895487   0.8079898839           0.9507864860   0.2760755470 +0.1406675172 *i
2022-12-02 22:47:11:172590  ->      32.8    61.1           0.2617980349   0.4742463221   0.8405666035           0.9593139745   0.1364506522 +0.2471799300 *i
2022-12-02 22:47:11:724908  ->      46.1    39.8           0.5535875470   0.4612317556   0.6934018283           0.9201635258   0.3008093298 +0.2506248850 *i
2022-12-02 22:47:12:276891  ->      39.0    31.3           0.5377283651   0.3269439706   0.7771459615           0.9426414911   0.2852242184 +0.1734190430 *i
2022-12-02 22:47:12:829208  ->      44.5    62.5           0.3236438808   0.6217141105   0.7132504492           0.9255405040   0.1748404740 +0.3358654256 *i
2022-12-02 22:47:13:381135  ->      37.8    34.8           0.5032881424   0.3497943712   0.7901550124           0.9460853588   0.2659845318 +0.1848640654 *i
2022-12-02 22:47:13:933340  ->      46.7    37.2           0.5796927750   0.4400107651   0.6858183529           0.9181008531   0.3157021220 +0.2396309532 *i
2022-12-02 22:47:14:485616  ->      37.6    62.4           0.2826778353   0.5407128281   0.7922896434           0.9466492601   0.1493044189 +0.2855930126 *i
2022-12-02 22:47:15:038004  ->      43.9    30.5           0.5974552351   0.3519280288   0.7205511117           0.9275104074   0.3220746799 +0.1897164851 *i
2022-12-02 22:47:15:592512  ->      39.1    45.2           0.4443957493   0.4475090972   0.7760464071           0.9423498308   0.2357912820 +0.2374431886 *i
2022-12-02 22:47:16:144764  ->      38.8    59.2           0.3208480107   0.5382275452   0.7793379649           0.9432226579   0.1700807376 +0.2853130916 *i
2022-12-02 22:47:16:696928  ->      36.2    25.4           0.5335149437   0.2533315208   0.8069603121           0.9505157316   0.2806449835 +0.1332600358 *i
2022-12-02 22:47:17:249014  ->      42.1    51.6           0.4164340062   0.5254089549   0.7419758410           0.9332673360   0.2231054223 +0.2814889875 *i
2022-12-02 22:47:17:801124  ->      38.0    54.7           0.3557646776   0.5024644728   0.7880107536           0.9455185756   0.1881320403 +0.2657084090 *i
2022-12-02 22:47:18:353271  ->      40.1    24.5           0.5861275567   0.2671137167   0.7649214009           0.9393937941   0.3119711671 +0.1421734518 *i
2022-12-02 22:47:18:906253  ->      40.5    57.0           0.3537147583   0.5446729635   0.7604059656           0.9381913359   0.1885088600 +0.2902781888 *i
2022-12-02 22:47:19:458802  ->      44.6    48.7           0.4634221861   0.5275024049   0.7120260460           0.9252097184   0.2504416982 +0.2850718029 *i
2022-12-02 22:47:20:011023  ->      40.0    26.6           0.5747512646   0.2878139938   0.7660444431           0.9396926208   0.3058187602 +0.1531426274 *i
2022-12-02 22:47:20:563428  ->      36.8    60.7           0.2931516373   0.5223900737   0.8007313709           0.9488760116   0.1544730996 +0.2752678260 *i
2022-12-02 22:47:21:115455  ->      37.9    42.1           0.4557847779   0.4118331498   0.7890840848           0.9458023273   0.2409513937 +0.2177162912 *i
2022-12-02 22:47:21:671866  ->      39.7    34.1           0.5289382927   0.3581181470   0.7693995550           0.9405848061   0.2811752270 +0.1903699404 *i
2022-12-02 22:47:22:224180  ->      35.4    62.6           0.2665850708   0.5142947371   0.8151277957           0.9526614813   0.1399159492 +0.2699252291 *i
2022-12-02 22:47:22:776372  ->      35.7    30.9           0.5007162345   0.2996724843   0.8120835269           0.9518622608   0.2630192703 +0.1574137859 *i
2022-12-02 22:47:23:328734  ->      38.7    40.5           0.4754382458   0.4060626229   0.7804304073           0.9435121640   0.2519513070 +0.2151867450 *i
2022-12-02 22:47:23:880829  ->      34.0    61.3           0.2685375719   0.4904939101   0.8290375726           0.9563047560   0.1404037626 +0.2564527192 *i
2022-12-02 22:47:24:433491  ->      38.2    26.1           0.5553477921   0.2720620761   0.7858568932           0.9449489122   0.2938506966 +0.1439559708 *i
2022-12-02 22:47:24:985809  ->      35.0    48.4           0.3808124311   0.4289193639   0.8191520443           0.9537169507   0.1996464626 +0.2248672227 *i
2022-12-02 22:47:25:537754  ->      39.8    58.0           0.3392064610   0.5428438120   0.7682835236           0.9402881270   0.1803736808 +0.2886582295 *i
2022-12-02 22:47:26:089882  ->      41.9    25.0           0.6052618455   0.2822382337   0.7443115462           0.9338928060   0.3240531684 +0.1511084741 *i
2022-12-02 22:47:26:642316  ->      40.2    52.1           0.3964951049   0.5093203888   0.7637960286           0.9390942521   0.2111050643 +0.2711763956 *i
2022-12-02 22:47:27:194239  ->      38.1    54.2           0.3609398709   0.5004554733   0.7869350220           0.9452341038   0.1909261787 +0.2647256755 *i
2022-12-02 22:47:27:746485  ->      44.2    25.0           0.6318461616   0.2946347039   0.7169106077           0.9265286309   0.3409749794 +0.1589992441 *i
2022-12-02 22:47:28:298677  ->      40.7    57.3           0.3522898507   0.5487478377   0.7581343362           0.9375858191   0.1878707226 +0.2926387252 *i
2022-12-02 22:47:28:851043  ->      37.8    46.8           0.4195637498   0.4467900136   0.7901550124           0.9460853588   0.2217367312 +0.2361256357 *i
2022-12-02 22:47:29:403441  ->      33.9    27.6           0.4942757119   0.2584010976   0.8300122851           0.9565595342   0.2583611862 +0.1350679641 *i
2022-12-02 22:47:29:955710  ->      39.4    60.9           0.3086919056   0.5546098915   0.7727335735           0.9414705448   0.1639413507 +0.2945444733 *i
2022-12-02 22:47:30:507959  ->      40.6    40.2           0.4970587627   0.4200472215   0.7592713073           0.9378889346   0.2649880729 +0.2239322835 *i
2022-12-02 22:47:31:059979  ->      36.1    31.1           0.5045094472   0.3043395558   0.8079898839           0.9507864860   0.2653116418 +0.1600462145 *i
2022-12-02 22:47:31:612148  ->      39.8    62.4           0.2965602858   0.5672675068   0.7682835236           0.9402881270   0.1576964960 +0.3016455757 *i
2022-12-02 22:47:32:163954  ->      45.6    36.4           0.5750746282   0.4239815821   0.6996633405           0.9218631516   0.3119088919 +0.2299590679 *i
2022-12-02 22:47:32:716296  ->      35.9    34.4           0.4838237466   0.3312810333   0.8100416404           0.9513258223   0.2542891905 +0.1741154426 *i
2022-12-02 22:47:33:268392  ->      48.8    62.6           0.3462611791   0.6680055321   0.6586894601           0.9106836608   0.1901105697 +0.3667604685 *i
2022-12-02 22:47:33:820793  ->      35.1    29.8           0.4989696932   0.2857626377   0.8181497174           0.9534541723   0.2616642245 +0.1498565144 *i
2022-12-02 22:47:34:373086  ->      38.6    42.1           0.4629035884   0.4182654887   0.7815204724           0.9438009516   0.2452336945 +0.2215856468 *i
2022-12-02 22:47:34:924986  ->      43.6    61.3           0.3311715092   0.6048971372   0.7241718614           0.9284858269   0.1783395608 +0.3257438723 *i
2022-12-02 22:47:35:477422  ->      40.9    26.1           0.5879753057   0.2880461301   0.7558534692           0.9369774461   0.3137617176 +0.1537102794 *i
2022-12-02 22:47:36:029562  ->      37.5    47.4           0.4120559826   0.4481075146   0.7933533403           0.9469301295   0.2175746498 +0.2366106541 *i
2022-12-02 22:47:36:582314  ->      42.9    57.0           0.3707471572   0.5709005578   0.7325428988           0.9307370463   0.1991685829 +0.3066927227 *i
2022-12-02 22:47:37:134652  ->      39.2    24.7           0.5742037899   0.2641042353   0.7749444887           0.9420574528   0.3047604943 +0.1401741659 *i
2022-12-02 22:47:37:687783  ->      41.0    53.5           0.3902388599   0.5273775514   0.7547095802           0.9366721892   0.2083113305 +0.2815166061 *i
2022-12-02 22:47:38:239030  ->      36.5    52.9           0.3588018563   0.4744210952   0.8038568606           0.9496991262   0.1889029095 +0.2497744191 *i
2022-12-02 22:47:38:791375  ->      43.8    24.8           0.6283119852   0.2903208956   0.7217602281           0.9278362539   0.3385899088 +0.1564505021 *i
2022-12-02 22:47:39:343984  ->      40.7    58.4           0.3416903729   0.5554097743   0.7581343362           0.9375858191   0.1822181852 +0.2961914328 *i
2022-12-02 22:47:39:896182  ->      41.4    45.3           0.4651632630   0.4700601259   0.7501110696           0.9354440308   0.2486323327 +0.2512497330 *i
2022-12-02 22:47:40:448358  ->      35.5    27.7           0.5141506954   0.2699351499   0.8141155184           0.9523957996   0.2699249071 +0.1417137444 *i
2022-12-02 22:47:41:000206  ->      41.9    61.5           0.3186621542   0.5869026781   0.7443115462           0.9338928060   0.1706095990 +0.3142237923 *i
2022-12-02 22:47:41:552803  ->      42.4    38.6           0.5269811205   0.4206835016   0.7384553406           0.9323238012   0.2826170048 +0.2256101909 *i
2022-12-02 22:47:42:105213  ->      36.1    32.4           0.4974749381   0.3157071958   0.8079898839           0.9507864860   0.2616123312 +0.1660242338 *i
2022-12-02 22:47:42:657534  ->      44.1    62.5           0.3213367688   0.6172821895   0.7181262978           0.9268565956   0.1733476194 +0.3329976786 *i
2022-12-02 22:47:43:209245  ->      40.1    33.8           0.5352567326   0.3583231511   0.7649214009           0.9393937941   0.2848947566 +0.1907204164 *i
2022-12-02 22:47:43:761726  ->      39.9    37.1           0.5116099173   0.3869275415   0.7671651518           0.9399907318   0.2721356179 +0.2058145514 *i
2022-12-02 22:47:44:313326  ->      37.9    62.5           0.2836453393   0.5448776271   0.7890840848           0.9458023273   0.1499495883 +0.2880504792 *i
2022-12-02 22:47:44:865540  ->      41.5    29.6           0.5761447721   0.3272957835   0.7489557208           0.9351352097   0.3080542611 +0.1749991766 *i
2022-12-02 22:47:45:417764  ->      35.7    43.7           0.4218811241   0.4031583591   0.8120835269           0.9518622608   0.2216082838 +0.2117734759 *i
2022-12-02 22:47:45:969705  ->      40.6    60.7           0.3184774820   0.5675201982   0.7592713073           0.9378889346   0.1697842198 +0.3025519212 *i
2022-12-02 22:47:46:521787  ->      35.2    26.0           0.5180939339   0.2526912955   0.8171448983           0.9531906678   0.2717682576 +0.1325502358 *i
2022-12-02 22:47:47:074294  ->      42.5    48.8           0.4450041491   0.5083241445   0.7372773368           0.9320078693   0.2387341158 +0.2727037836 *i
2022-12-02 22:47:47:626250  ->      37.6    56.9           0.3332014705   0.5111300237   0.7922896434           0.9466492601   0.1759899281 +0.2699680046 *i
2022-12-02 22:47:48:178661  ->      45.0    24.6           0.6429270184   0.2943549711   0.7071067812           0.9238795325   0.3479495950 +0.1593037624 *i
